profile_code,profile_name,profile_description,source_category_fields_available,matched_keywords,initial_group,confidence,reason,filter_tier,filter_reason,profile_family,recommended_use
3693,Coal Combustion,Craig Unit 3 samples.  System is fueled with coal from Colowyo Mine and is equipped with dry lime scrubber and fabric baghouse.,profile name; profile notes; category level 1; category level 2; category level 3; keywords,coal; rubber,coal,high,explicit source match in category field(s),A_core_v0,transport exhaust; coal/lignite,coal combustion,keep_for_v0_source_set
3694,Coal Combustion,"Composite of three Craig Unit 3 samples (MZCG3PP1, MZCG3PP2, and MZCG3PP3).",profile name; profile notes; category level 1; category level 2; category level 3; keywords,coal,coal,high,explicit source match in category field(s),A_core_v0,transport exhaust; coal/lignite,coal combustion,keep_for_v0_source_set
3695,Coal Combustion,"Composite of four Craig Unit 2 and three Craig Unit 3 samples (MZCG2PP1, MZCG2PP2, MZCG2PP3, MZCG2PP4, MZCG3PP1, MZCG3PP2, and MZCG3PP3).",profile name; profile notes; category level 1; category level 2; category level 3; keywords,coal,coal,high,explicit source match in category field(s),A_core_v0,transport exhaust; coal/lignite,coal combustion,keep_for_v0_source_set
3696,Coal Combustion,Hayden Unit 1 sample.  System is fueled by coal from Seneca Mine and is equipped with ammonia injection and electrostatic precipitator.,profile name; profile notes; category level 1; category level 2; category level 3; keywords,coal,coal,high,explicit source match in category field(s),A_core_v0,transport exhaust; coal/lignite,coal combustion,keep_for_v0_source_set
3697,Coal Combustion,Hayden Unit 2 samples.  System is fueled with coal from Seneca Mine and is equipped with ammonia injection and electrostatic precipitator.,profile name; profile notes; category level 1; category level 2; category level 3; keywords,coal,coal,high,explicit source match in category field(s),A_core_v0,transport exhaust; coal/lignite,coal combustion,keep_for_v0_source_set
3698,Coal Combustion,Hayden Unit 2 samples.  System is fueled with coal from Seneca Mine and is equipped with ammonia injection and electrostatic precipitator.,profile name; profile notes; category level 1; category level 2; category level 3; keywords,coal,coal,high,explicit source match in category field(s),A_core_v0,transport exhaust; coal/lignite,coal combustion,keep_for_v0_source_set
3699,Coal Combustion,Composite of two Hayden Unit 2 samples (MZHD2PP1 and MZHD2PP2).,profile name; profile notes; category level 1; category level 2; category level 3; keywords,coal,coal,high,explicit source match in category field(s),A_core_v0,transport exhaust; coal/lignite,coal combustion,keep_for_v0_source_set
3700,Coal Combustion,"Composite of one Hayden Unit 1 and two Hayden Unit 2 samples (MZHD1PP1, MZHD2PP1, and MZHD2PP2).",profile name; profile notes; category level 1; category level 2; category level 3; keywords,coal,coal,high,explicit source match in category field(s),A_core_v0,transport exhaust; coal/lignite,coal combustion,keep_for_v0_source_set
3701,Coal Combustion,"Composite of ten coal-fired boiler emission samples (four from Craig Unit 2, three from Craig Unit 3, one from Hayden Unit 1, and two from Hayden Unit 2) (MZCG2PP1, MZCG2PP2, MZCG2PP3, MZCG2PP4, MZCG3PP1, MZCG3PP2, MZCG3PP3, MZHD1PP1, MZHD2PP1, and MZHD2P.",profile name; profile notes; category level 1; category level 2; category level 3; keywords,coal,coal,high,explicit source match in category field(s),A_core_v0,transport exhaust; coal/lignite,coal combustion,keep_for_v0_source_set
3757,Residential Coal Combustion,Stove burning coal from Trapper Mine. Residential Coal Combustion.,profile name; profile notes; category level 1; category level 2; category level 3; keywords,coal,coal,high,explicit source match in category field(s),A_core_v0,residential/heating; transport exhaust; coal/lignite,residential coal combustion,keep_for_v0_source_set
3758,Residential Coal Combustion,Stove burning coal from Trapper Mine. Residential Coal Combustion.,profile name; profile notes; category level 1; category level 2; category level 3; keywords,coal,coal,high,explicit source match in category field(s),A_core_v0,residential/heating; transport exhaust; coal/lignite,residential coal combustion,keep_for_v0_source_set
3761,Residential Coal Combustion,"Composite of four residential coal combustion profiles (MZRCC1, MZRCC2, MZRCC3, and MZRCC4).",profile name; profile notes; category level 1; category level 2; category level 3; keywords,coal,coal,high,explicit source match in category field(s),A_core_v0,residential/heating; transport exhaust; coal/lignite,residential coal combustion,keep_for_v0_source_set
3986,Industrial Fly Ash,"Emission profile from Lethabo coal fired power plant near Vereeniging in Gauteng; iso-kinetically sampled from stack, 200 m up from ground level, using a dilution stack sampler.",profile name; profile notes; category level 1; category level 2; category level 3; keywords,coal,coal,high,explicit source match in category field(s),C_drop,coal/lignite; industrial/reference proxy,industrial fly ash,drop_from_v0
3987,Industrial Fly Ash,"Emission profile from Lethabo coal fired power plant near Vereeniging in Gauteng; iso-kinetically sampled from stack, 200 m up from ground level, using a dilution stack sampler.",profile name; profile notes; category level 1; category level 2; category level 3; keywords,coal,coal,high,explicit source match in category field(s),C_drop,coal/lignite; industrial/reference proxy,industrial fly ash,drop_from_v0
4004,Residential Coal Combustion,"Sample from a coal stove chimney burning low-smoke fuel, de-volatilized D-grade coal. This product produces less smoke than D-grade coal on being ignited. Similar to CHARTECH.",profile name; profile notes; category level 1; category level 2; category level 3; keywords,coal,coal,high,explicit source match in category field(s),A_core_v0,residential/heating; transport exhaust; coal/lignite,residential coal combustion,keep_for_v0_source_set
4005,Residential Coal Combustion,"Sample from a coal stove chimney burning low-smoke fuel, de-volatilized D-grade coal. This product produces less smoke than D-grade coal on being ignited. Similar to CHARTECH.",profile name; profile notes; category level 1; category level 2; category level 3; keywords,coal,coal,high,explicit source match in category field(s),A_core_v0,residential/heating; transport exhaust; coal/lignite,residential coal combustion,keep_for_v0_source_set
4006,Residential Coal Combustion,"Sample from a coal stove chimney burning low-smoke fuel, de-volatilized D-grade coal. This product produces less smoke than D-grade coal on being ignited.",profile name; profile notes; category level 1; category level 2; category level 3; keywords,coal,coal,high,explicit source match in category field(s),A_core_v0,residential/heating; transport exhaust; coal/lignite,residential coal combustion,keep_for_v0_source_set
4007,Residential Coal Combustion,"Sample from a coal stove chimney burning low-smoke fuel, de-volatilized D-grade coal. This product produces less smoke than D-grade coal on being ignited.",profile name; profile notes; category level 1; category level 2; category level 3; keywords,coal,coal,high,explicit source match in category field(s),A_core_v0,residential/heating; transport exhaust; coal/lignite,residential coal combustion,keep_for_v0_source_set
4008,Residential Coal Combustion,Sample of brazier fire smoke burning regular D-grade domestic coal presently being used in stoves and braziers by township residents; collected by hood connected to a dilution stack sampler.,profile name; profile notes; category level 1; category level 2; category level 3; keywords,coal,coal,high,explicit source match in category field(s),A_core_v0,residential/heating; transport exhaust; coal/lignite,residential coal combustion,keep_for_v0_source_set
4009,Residential Coal Combustion,Sample of brazier fire smoke burning regular D-grade domestic coal presently being used in stoves and braziers by township residents; collected by hood connected to a dilution stack sampler.,profile name; profile notes; category level 1; category level 2; category level 3; keywords,coal,coal,high,explicit source match in category field(s),A_core_v0,residential/heating; transport exhaust; coal/lignite,residential coal combustion,keep_for_v0_source_set
4010,Residential Coal Combustion,"Sample from a coal stove chimney burning regular D-grade domestic coal presently being used in stoves and braziers by Qalabotjha residents. The product is a low-cost bituminous coal generally with a high ash, sulfur and volatiles contents. This product p.",profile name; profile notes; category level 1; category level 2; category level 3; keywords,coal,coal,high,explicit source match in category field(s),A_core_v0,residential/heating; transport exhaust; coal/lignite,residential coal combustion,keep_for_v0_source_set
4011,Residential Coal Combustion,"Sample from a coal stove chimney burning regular D-grade domestic coal presently being used in stoves and braziers by Qalabotjha residents. The product is a low-cost bituminous coal generally with a high ash, sulfur and volatiles contents. This product p.",profile name; profile notes; category level 1; category level 2; category level 3; keywords,coal,coal,high,explicit source match in category field(s),A_core_v0,residential/heating; transport exhaust; coal/lignite,residential coal combustion,keep_for_v0_source_set
4048,Cooking,"Composite of two food cooking profiles. Grilled chicken shop, Lindavista District, Mexico City. LPG fuel. Sample collection time 1000 - 1135 and 1521- 1611 (3/15/98).",profile name; profile notes; category level 1; category level 2; category level 3; keywords,coal,coal,high,explicit source match in category field(s),C_drop,coal/lignite,cooking,drop_from_v0
